check_id,engine,category,priority,title,scope,cost,pass,source,min_version,max_version,run_on,requires,platform_skip,platform_priority,fix_effort,fix_risk,condition,thresholds,reads,ref,docs_url,status,since,superseded_by,threshold_changed
MY-REL-009,"mysql,mariadb",REL,200,Buffer pool warm-up not configured (review),setting,0,inventory,sql,,,any,,,,S,low,Buffer pool dump-at-shutdown or load-at-startup is OFF.,,"@@GLOBAL.innodb_buffer_pool_dump_at_shutdown, @@GLOBAL.innodb_buffer_pool_load_at_startup, @@GLOBAL.innodb_buffer_pool_dump_pct",reference/checks-mysql.md#my-rel-009,https://dev.mysql.com/doc/refman/8.4/en/innodb-preload-buffer-pool.html,active,0.1.0,,
MY-REPL-012,"mysql,mariadb",REPL,200,server_id left at its default in a replicated topology,setting,0,inventory,sql,,,any,,,,S,low,server_id is 0 or 1 in a replicated topology.,,"@@GLOBAL.server_id, @dbt_v_server_uuid",reference/checks-mysql.md#my-repl-012,https://dev.mysql.com/doc/refman/8.4/en/replication-options.html#sysvar_server_id,active,0.1.0,,
MY-SCHEMA-012,"mysql,mariadb",SCHEMA,200,Legacy character sets and row formats (inventory),schema,1,inventory,sql,,,any,,,,L,med,Tables use a legacy character set or a pre-Barracuda row format.,,"information_schema.TABLES (TABLE_COLLATION, ROW_FORMAT)",reference/checks-mysql.md#my-schema-012,https://dev.mysql.com/doc/refman/8.4/en/charset-unicode-conversion.html,active,0.1.0,,
MY-SEC-014,"mysql,mariadb",SEC,200,Listening on all interfaces (review),setting,0,inventory,sql,,,any,,,,M,med,bind_address is unrestricted and skip_networking is OFF.,,"@@GLOBAL.bind_address, @@GLOBAL.port, @@GLOBAL.skip_networking",reference/checks-mysql.md#my-sec-014,https://dev.mysql.com/doc/refman/8.4/en/server-system-variables.html#sysvar_bind_address,active,0.1.0,,
MY-SEC-015,"mysql,mariadb",SEC,200,No audit logging (review),cluster,0,inventory,sql,,,any,,,,M,low,No audit plugin or component is active.,,"information_schema.PLUGINS, mysql.component",reference/checks-mysql.md#my-sec-015,https://dev.mysql.com/doc/refman/8.4/en/audit-log.html,active,0.1.0,,
MY-SEC-007,"mysql,mariadb",SEC,230,Privileged accounts (review list),role,0,inventory,sql,,,any,SELECT ON mysql.*,,rds=230;aurora=230;cloudsql=230;azure=230,S,low,An account holds any global privilege that escapes its own scope.,,normalised account source @dbt_acct_src,reference/checks-mysql.md#my-sec-007,https://dev.mysql.com/doc/refman/8.4/en/privileges-provided.html,active,0.1.0,,
MY-QRY-004,"mysql,mariadb",QRY,240,Top 10 statements by total latency,query,1,fast,sql,,,any,SELECT ON performance_schema.*,,,S,low,Always emitted when digests are available.,top_n=10,performance_schema.events_statements_summary_by_digest,reference/checks-mysql.md#my-qry-004,https://dev.mysql.com/doc/refman/8.4/en/performance-schema-statement-summary-tables.html,active,0.1.0,,
MY-QRY-005,"mysql,mariadb",QRY,240,Top 10 statements by average latency,query,1,fast,sql,,,any,SELECT ON performance_schema.*,,,S,low,Always emitted when digests are available.,top_n=10,performance_schema.events_statements_summary_by_digest,reference/checks-mysql.md#my-qry-005,https://dev.mysql.com/doc/refman/8.4/en/performance-schema-statement-summary-tables.html,active,0.1.0,,
MY-QRY-006,"mysql,mariadb",QRY,240,Top 10 statements by rows examined per row sent,query,1,fast,sql,,,any,SELECT ON performance_schema.*,,,M,low,Rows examined per row sent >= 100 with >= 100 executions.,top_n=10,performance_schema.events_statements_summary_by_digest,reference/checks-mysql.md#my-qry-006,https://dev.mysql.com/doc/refman/8.4/en/performance-schema-statement-summary-tables.html,active,0.1.0,,
MY-QRY-007,"mysql,mariadb",QRY,240,Top 10 statements creating disk temporary tables,query,1,fast,sql,,,any,SELECT ON performance_schema.*,,,M,low,Statements with disk temporary tables exist.,top_n=10,performance_schema.events_statements_summary_by_digest,reference/checks-mysql.md#my-qry-007,https://dev.mysql.com/doc/refman/8.4/en/internal-temporary-tables.html,active,0.1.0,,
MY-QRY-008,"mysql,mariadb",QRY,240,Top 10 statements with full table scans,query,1,fast,sql,,,any,SELECT ON performance_schema.*,,,M,low,Statements that executed with no index exist.,top_n=10,performance_schema.events_statements_summary_by_digest,reference/checks-mysql.md#my-qry-008,https://dev.mysql.com/doc/refman/8.4/en/performance-schema-statement-summary-tables.html,active,0.1.0,,
MY-QRY-009,"mysql,mariadb",QRY,240,Top 10 statements by execution count,query,1,fast,sql,,,any,SELECT ON performance_schema.*,,,S,low,Always emitted when digests are available.,top_n=10,performance_schema.events_statements_summary_by_digest,reference/checks-mysql.md#my-qry-009,https://dev.mysql.com/doc/refman/8.4/en/performance-schema-statement-summary-tables.html,active,0.1.0,,
MY-QRY-015,"mysql,mariadb",QRY,240,Status snapshot,cluster,0,inventory,sql,,,any,,,,S,low,Always emitted.,,the @dbt_s_* status bundle (01_session.sql §6),reference/checks-mysql.md#my-qry-015,https://dev.mysql.com/doc/refman/8.4/en/server-status-variables.html,active,0.1.0,,
MY-CAP-004,"mysql,mariadb",CAP,250,Schema sizes,schema,1,inventory,sql,,,any,,,,S,low,Always emitted.,,information_schema.TABLES grouped by schema,reference/checks-mysql.md#my-cap-004,https://dev.mysql.com/doc/refman/8.4/en/information-schema-tables-table.html,active,0.1.0,,
MY-CAP-005,"mysql,mariadb",CAP,250,Largest 20 tables,relation,1,inventory,sql,,,any,,,,S,low,Always emitted.,top_n=20,information_schema.TABLES,reference/checks-mysql.md#my-cap-005,https://dev.mysql.com/doc/refman/8.4/en/information-schema-tables-table.html,active,0.1.0,,
MY-CAP-009,"mysql,mariadb",CAP,250,Growth since last snapshot,cluster,0,inventory,derived,,,any,,,,S,low,A previous snapshot exists to compare against.,,,reference/checks-mysql.md#my-cap-009,https://dev.mysql.com/doc/refman/8.4/en/information-schema-tables-table.html,planned,0.1.0,,
MY-INFO-001,"mysql,mariadb",INFO,250,Server identity,cluster,0,inventory,sql,,,any,,,,S,low,Always emitted.,,version and fork facts from 01_session.sql plus the universal settings,reference/checks-mysql.md#my-info-001,https://dev.mysql.com/doc/refman/8.4/en/server-system-variables.html,active,0.1.0,,
MY-INFO-002,"mysql,mariadb",INFO,250,Host resources,host,0,inventory,os,,,any,os,,,S,low,Always emitted when host resources are supplied.,,,reference/checks-mysql.md#my-info-002,https://dev.mysql.com/doc/refman/8.4/en/optimizing-server.html,active,0.1.0,,
MY-INFO-003,"mysql,mariadb",INFO,250,Plugins and components,cluster,0,inventory,sql,,,any,,,,S,low,Always emitted.,,"information_schema.PLUGINS, mysql.component (MySQL 8.0+)",reference/checks-mysql.md#my-info-003,https://dev.mysql.com/doc/refman/8.4/en/information-schema-plugins-table.html,active,0.1.0,,
MY-INFO-004,"mysql,mariadb",INFO,250,Replication topology,cluster,0,inventory,sql,,,any,SELECT ON performance_schema.*,,,S,low,Always emitted.,,"the normalised replica status from 01_session.sql §6c, @dbt_binlog_dump_threads, semi-sync status, GTID variables",reference/checks-mysql.md#my-info-004,https://dev.mysql.com/doc/refman/8.4/en/replication.html,active,0.1.0,,
MY-INFO-005,"mysql,mariadb",INFO,250,Connection summary,cluster,0,inventory,sql,,,any,PROCESS,,,S,low,Always emitted.,,information_schema.PROCESSLIST,reference/checks-mysql.md#my-info-005,https://dev.mysql.com/doc/refman/8.4/en/information-schema-processlist-table.html,active,0.1.0,,
MY-INFO-006,"mysql,mariadb",INFO,250,InnoDB summary,cluster,0,inventory,sql,,,any,,,,S,low,Always emitted.,,"InnoDB settings (universal ones inline, fork-specific ones from the bundle), information_schema.TABLES for data size by engine",reference/checks-mysql.md#my-info-006,https://dev.mysql.com/doc/refman/8.4/en/innodb-parameters.html,active,0.1.0,,
MY-INFO-007,"mysql,mariadb",INFO,250,Object counts,cluster,1,inventory,sql,,,any,,,,S,low,Always emitted.,,"information_schema TABLES, VIEWS, ROUTINES, TRIGGERS, EVENTS, PARTITIONS, STATISTICS, TABLE_CONSTRAINTS",reference/checks-mysql.md#my-info-007,https://dev.mysql.com/doc/refman/8.4/en/information-schema.html,active,0.1.0,,
MY-INFO-008,"mysql,mariadb",INFO,250,Accounts summary,cluster,0,inventory,sql,,,any,SELECT ON mysql.*,,,S,low,Always emitted.,,normalised account source @dbt_acct_src (01_session.sql §6d),reference/checks-mysql.md#my-info-008,https://dev.mysql.com/doc/refman/8.4/en/grant-tables.html,active,0.1.0,,
MY-INFO-009,"mysql,mariadb",INFO,250,Statistics window,cluster,0,inventory,sql,,,any,,,,S,low,Always emitted.,,"@dbt_uptime_s, @dbt_counter_conf, performance_schema lost-instrument counters",reference/checks-mysql.md#my-info-009,https://dev.mysql.com/doc/refman/8.4/en/server-status-variables.html#statvar_Uptime,active,0.1.0,,
